Bengali tech product reviews,tech product
সত্যিই খুব অসাধারন প্রোডাক্ট। খুব খুশি হয়েছি।একদম অরিজিনাল।ভালো সাউন্ড কোয়ালিটি সাথে চার্জ যায় অনেকক্ষন।ধন্যবাদ আপনাদের।,Headphone
"অসাধারন একটা প্রোডাগ।যেমন ভাবসিলাম,তার চাইতে ও সুন্দর এবং কোয়ালিটি ও সাউন্ড ভালই আছে।ধন্যবাদ দারাজ কে",Headphone
"ধন্যবাদ,,, যেমনটা চেয়েছিলাম তাই পেয়েছি,, সেলার কেও অসংখ্য ধন্যবাদ,, তবে একটু হালকা হওয়ায় সাবধানে ব্যবহার করতে হবে।",Headphone
মোটামুটি অনেক টাই কমফোর্টেবল কিন্তু সাওন এর চলার সময় একটু সাওন পবলেম দেয় ফুল সাওন দিলে,Headphone
ভালই । সাউন্ড কোয়ালিটি ভালো। তবে চার্জ কম থাকে,Headphone
দাম অনুযায়ী পন্য যতেষ্ট ভাল। ডেলীভারী ম্যান ভাই খুব ই ভাল। সঠিক সময়ে পন্য বুঝে পেয়েছি। আশাকরি দারাজ তার এই মান ধরে রাখবে।,Headphone
অর্ডারের ৬ দিন পরে হাতে পেয়েছিলাম। তবুও অনেক ভালোে একটা প্রোডাক্ট। মাত্র ৩০ মিনিটে ফুল চার্জ হয়। আবার ৪ঘন্টারও বেশি ব্যাকাপ দেয়। সত্যি কল্পনাও করতে পারিনি। তবে সাউন্ড কোয়ালিটিটা তবুও ভালো এত কম দামে এর থেকে আর ভালো আসা করা যায়না।,Headphone
"ব্লুটুথে সাউন্ড কোয়ালিটি ভালো, হেডফোন জ্যাক লাগলে সাউন্ড একটু কম হয়, কালো রঙের চেয়েছিলাম, সেটাই পেয়েছি। Recommended",Headphone
"ছোট ভাইয়ের জন্য নিছি, ও খুশি তো আমি খুশি৷ সারাদিন এটা নিয়া ভাইব করে। আর কি লাগে আমার... প্যাকেজিং ও ভালো ছিলো। ধন্যবাদ সেলার কে ❤️",Headphone
জিনিস টা জোস আপনারা চাইলে নিতে পারেন আমার খুব ভালো লেগেছে,Headphone
খুব ভাল হেডফোন। সাউন্ড কলিটি খুবিই ভাল। চার্জ অনেক সময় থাকে। সব মিলিয়ে ভালোই। ধন্যবাদ দারাজকে ।।,Headphone
"এই প্রথম দারাজ থেকে কিনলাম জিনিসটা মোটামুটি ভালোই আছে, চার্জ ব্যাকআব অসাধারণ দাম অনুযায়ী",Headphone
আলহামদুলিল্লাহ 🙂 হেডফোন টা অনেক ভালো লাগসে আমার যেমন দেখসি পিক এ তেমনই পাইছি 🙂। সাউন্ড একটু কম কিন্তু অনেক আরামদায়ক কানের কোনো ক্ষতি করে না। মাইক্রফোন কোয়ালিটি মোটামুটি 🙂। স্টাইলিশ 🙂🥴। এক কথায় অনেক অসাধারণ 🙂🙂। এটা পরে কম্পিউটার এর সামনে বসলে মনে হয় আমি প্রফেশনাল 🙂🥴 তবে যেই ভাইয়া টা ডেলিভারি দিতে আসসিলো সেই ভাইয়াটার জন্য অনেক দোয়া রইলো 🙂।। যাইহোক হেডফোন টা অনেক সুন্দর 🙂🥰।। নিতে পারেন অনেক ভালো হবে🥰🥰🙂।,Headphone
